Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
p_ccday9positive_842d2628	mc	Don't apologize, CC. It's alright.	game/story/week two/ninthday.rpy	665	mc "[what]"
p_ccday9positive_f1218e12	e	Doctor, we should be leaving - CC needs his rest.	game/story/week two/ninthday.rpy	668	e "[what]"
p_ccday9positive_8d4d5d02	mc	Ah. Yes. Very true.	game/story/week two/ninthday.rpy	671	mc "[what]"
p_ccday9positive_1c568980	mc	Please rest, CC.	game/story/week two/ninthday.rpy	672	mc "[what]"
p_ccday9positive_255ecca1	c	I will.	game/story/week two/ninthday.rpy	674	c "[what]"
p_ccday9positive_dbd2ce12	c	Wait - Doctor. Before you leave.	game/story/week two/ninthday.rpy	677	c "[what]"
p_ccday9positive_77024cc8	c	I know it seems quite... boring in here, but...	game/story/week two/ninthday.rpy	678	c "[what]"
p_ccday9positive_8748ef00	c	...if you could choose me for your supervising shift tomorrow, that would be wonderful.	game/story/week two/ninthday.rpy	679	c "[what]"
p_ccday9positive_99610a57	c	I know it's not my place to ask, but...	game/story/week two/ninthday.rpy	680	c "[what]"
p_ccday9positive_596b4c4a	mc	We'll see.	game/story/week two/ninthday.rpy	682	mc "[what]"
p_ccday9positive_e897fbb0	c	Thank you.	game/story/week two/ninthday.rpy	685	c "[what]"
p_ccday9positive_d538e35e	n	You check CC off your list and quietly close the door behind you.	game/story/week two/ninthday.rpy	687	n "[what]"
p_ccday9neutral_4c3d793f	c	Ah, it's alright.	game/story/week two/ninthday.rpy	693	c "[what]"
p_ccday9neutral_87cb312a	c	Nothing I haven't been through before.	game/story/week two/ninthday.rpy	694	c "[what]"
p_ccday9neutral_0cd1477e	mc	Still.	game/story/week two/ninthday.rpy	696	mc "[what]"
p_ccday9neutral_0eb73538	c	Everything's as it should be in here, though.	game/story/week two/ninthday.rpy	699	c "[what]"
p_ccday9neutral_607bc0f7	c	I'm worse than usual, of course. That's the only change.	game/story/week two/ninthday.rpy	700	c "[what]"
p_ccday9neutral_1dc2c9c7	c	Should be good for your paperwork though, yes?	game/story/week two/ninthday.rpy	702	c "[what]"
p_ccday9neutral_a3b1a71e	mc	I guess.	game/story/week two/ninthday.rpy	705	mc "[what]"
p_ccday9neutral_0b71de6d	c	Thank you for your consideration, Doctor.	game/story/week two/ninthday.rpy	707	c "[what]"
p_ccday9neutral_a284c71f	c	You should be on your way, though - I know you have a schedule to keep.	game/story/week two/ninthday.rpy	708	c "[what]"
p_ccday9neutral_86243d2b	mc	Ah. Yes.	game/story/week two/ninthday.rpy	710	mc "[what]"
p_ccday9neutral_5e2aec4e	mc	Thank you, CC.	game/story/week two/ninthday.rpy	711	mc "[what]"
p_ccday9neutral_dc9d26d1	n	You check him off your list and gently close the door behind you.	game/story/week two/ninthday.rpy	713	n "[what]"
n_ccday9_d0b30f9b	c	Miss Esther... Doctor.	game/story/week two/ninthday.rpy	718	c "[what]"
n_ccday9_9dab56ab	n	He sounds much... rougher than usual.	game/story/week two/ninthday.rpy	720	n "[what]"
n_ccday9_51c8989e	c	I am...	game/story/week two/ninthday.rpy	722	c "[what]"
n_ccday9_c1ac2e21	n	He coughs harshly.	game/story/week two/ninthday.rpy	724	n "[what]"
n_ccday9_a02454b0	c	...not feeling my best.	game/story/week two/ninthday.rpy	726	c "[what]"
n_ccday9_4ec1e079	c	Apologies.	game/story/week two/ninthday.rpy	727	c "[what]"
n_ccday9_325d94f0	e	CC... are you okay?	game/story/week two/ninthday.rpy	729	e "[what]"
n_ccday9_df2429b2	c	Haha... no, but it's alright.	game/story/week two/ninthday.rpy	732	c "[what]"
n_ccday9_acc8bc68	c	Honestly... I just need some rest at the moment.	game/story/week two/ninthday.rpy	733	c "[what]"
n_ccday9_9f5ca4dd	e	I understand, CC. Don't worry, we'll be brief.	game/story/week two/ninthday.rpy	736	e "[what]"
n_ccday9_bbe37ceb	e	I think we have all the information we need, anyways.	game/story/week two/ninthday.rpy	737	e "[what]"
n_ccday9_b9d49fe8	e	We'll be going.	game/story/week two/ninthday.rpy	738	e "[what]"
n_ccday9_99f1081c	c	Thank you, Miss Esther.	game/story/week two/ninthday.rpy	741	c "[what]"
n_ccday9_e1d6cbcb	c	Have a good day.	game/story/week two/ninthday.rpy	742	c "[what]"
n_ccday9_6af4415c	n	You check CC off your list and leave the room.	game/story/week two/ninthday.rpy	744	n "[what]"
robday9_b1dd95b8	e	Oh thank god. Our route's almost done.	game/story/week two/ninthday.rpy	752	e "[what]"
robday9_3e510863	e	I am so ready to crash into my... charging... port.	game/story/week two/ninthday.rpy	753	e "[what]"
robday9_9a04ba44	e	...I guess that phrase doesn't really make sense if I don't have a bed, huh?	game/story/week two/ninthday.rpy	755	e "[what]"
robday9_4f04c119	e	Anyways. Let's be on our way. Quickly now.	game/story/week two/ninthday.rpy	757	e "[what]"
robday9_1ab8bce6	n	Miss Esther advances rapidly on her rail while you try to keep up.	game/story/week two/ninthday.rpy	760	n "[what]"
robday9_f4b9cd52	n	You make it to the gym in no time.	game/story/week two/ninthday.rpy	761	n "[what]"
robday9_225dea3f	e	I do hope I won't have a reason to yell at him today...	game/story/week two/ninthday.rpy	763	e "[what]"
robday9_8f1aa0a8	r	Go go go go GO GO GO!! COME ON...	game/story/week two/ninthday.rpy	768	r "[what]"
robday9_9e1bc7de	n	You wait patiently.	game/story/week two/ninthday.rpy	769	n "[what]"
robday9_2ad6850c	r	GOAL!! YEAH, HAHAHA!	game/story/week two/ninthday.rpy	770	r "[what]"
robday9_502300e9	r	Oh, Doc. Didn't see you there.	game/story/week two/ninthday.rpy	772	r "[what]"
p_robday9_95659d73	r	Sorry, sorry, haha.	game/story/week two/ninthday.rpy	781	r "[what]"
p_robday9_0f4c6344	r	Good to see ya, Doc. How's your shift been so far?	game/story/week two/ninthday.rpy	783	r "[what]"
p_robday9_73d759a2	mc	Not bad. Miss Esther's very tired today, so we've kind of been rushing through it.	game/story/week two/ninthday.rpy	785	mc "[what]"
p_robday9_23f0a837	r	Essie? Tired?	game/story/week two/ninthday.rpy	787	r "[what]"
p_robday9_f67f40a0	r	Was bound to happen eventually.	game/story/week two/ninthday.rpy	789	r "[what]"
p_robday9_919c7827	n	He turns to Miss Esther.	game/story/week two/ninthday.rpy	791	n "[what]"
p_robday9_844cf697	r	You work yourself too hard.	game/story/week two/ninthday.rpy	793	r "[what]"
p_robday9_6a68834f	e	Yes, yes... I'm aware.	game/story/week two/ninthday.rpy	796	e "[what]"
p_robday9_821b072c	r	Anyways, Doc. Real good you're here.	game/story/week two/ninthday.rpy	800	r "[what]"
p_robday9_17fa707e	r	You're the highlight of my day. Other than the game, 'course.	game/story/week two/ninthday.rpy	801	r "[what]"
p_robday9_760600d9	mc	That's sweet. Everything working out alright in here?	game/story/week two/ninthday.rpy	803	mc "[what]"
p_robday9_a61817ad	r	Yeah. All the machines are up n' running. I even had someone come in earlier today, which is always a pleasant surprise.	game/story/week two/ninthday.rpy	805	r "[what]"
p_robday9_4412b39b	mc	I'm glad to hear that. Keeps you busy.	game/story/week two/ninthday.rpy	807	mc "[what]"
p_robday9_9e86c968	e	...and awake.	game/story/week two/ninthday.rpy	810	e "[what]"
p_robday9_60881b0c	r	...Now, I'm not really s'posed to say this, but... before you go...	game/story/week two/ninthday.rpy	815	r "[what]"
p_robday9_e0754068	r	You should totally come by during your one-on-one tomorrow.	game/story/week two/ninthday.rpy	816	r "[what]"
p_robday9_e6d71e6a	r	I got a surprise for ya if you do.	game/story/week two/ninthday.rpy	817	r "[what]"
p_robday9_f463cf7f	e	Watch yourself, Robert.	game/story/week two/ninthday.rpy	820	e "[what]"
p_robday9_3884b393	r	DON'T CALL ME THAT!	game/story/week two/ninthday.rpy	823	r "[what]"
p_robday9_e5800ac2	r	Anyway. Yeah.	game/story/week two/ninthday.rpy	825	r "[what]"
p_robday9_ef5eba2f	e	Doctor, are you ready to leave now? I am exhausted.	game/story/week two/ninthday.rpy	829	e "[what]"
p_robday9_6195399b	mc	Oh, yes, Miss Esther. Let's go.	game/story/week two/ninthday.rpy	831	mc "[what]"
p_robday9_11fdb519	extend		game/story/week two/ninthday.rpy	835	extend "[what]" nointeract
p_robday9_e2f74e3c	n	You check Rob off your list once more and head back to your office.	game/story/week two/ninthday.rpy	844	n "[what]"
n_robday9_2e0d9a27	r	Would prefer if I didn't see ya at all, haha.	game/story/week two/ninthday.rpy	850	r "[what]"
n_robday9_6fd6d271	mc	Wow. Rude.	game/story/week two/ninthday.rpy	852	mc "[what]"
n_robday9_7b15475b	r	Anyway. Everything's working fine. Things are normal, you've got nuthin' to worry about here.	game/story/week two/ninthday.rpy	855	r "[what]"
n_robday9_20c807a3	r	GO! GO! WHAT THE HELL ARE YOU - oh my GOD...	game/story/week two/ninthday.rpy	858	r "[what]"
n_robday9_62f86d2d	r	Now I... I'm sure you have work to do -	game/story/week two/ninthday.rpy	860	r "[what]"
n_robday9_39da46e7	r	Oh no, it's the end of your shift, huh...	game/story/week two/ninthday.rpy	862	r "[what]"
n_robday9_ea0c4ba6	r	Well, an employee is bound to come in here any time now... haha...	game/story/week two/ninthday.rpy	864	r "[what]"
n_robday9_db253ff3	r	Y'all should prolly get going.	game/story/week two/ninthday.rpy	865	r "[what]"
n_robday9_60e6c864	mc	Alright then.	game/story/week two/ninthday.rpy	867	mc "[what]"
n_robday9_e2f74e3c	n	You check Rob off your list once more and head back to your office.	game/story/week two/ninthday.rpy	869	n "[what]"
day9end_38212e45	e	Alright! Great job, blah blah blah, check your emails...	game/story/week two/ninthday.rpy	876	e "[what]"
day9end_eb86cb01	e	I'm going to bed. Or... you know what I mean.	game/story/week two/ninthday.rpy	878	e "[what]"
day9end_c1a63bbd	e	I'll see you tomorrow, Doctor.	game/story/week two/ninthday.rpy	879	e "[what]"
day9end_a4dc7619	mc	Rest well, Miss Esther.	game/story/week two/ninthday.rpy	881	mc "[what]"
day11_1e463223	n	You enter your chambers once more.	game/story/week two/eleventhday.rpy	4	n "[what]"
day11_c55aa69f	mc	Well... Kris certainly gave me a run for my money today... haha!	game/story/week two/eleventhday.rpy	6	mc "[what]"
day11_d0bf2cac	mc	I wonder where Heath got that dove from... haha.	game/story/week two/eleventhday.rpy	8	mc "[what]"
day11_8c872f84	n	You place the cactus Aspen gave you, [cactusname], beside your "bed".	game/story/week two/eleventhday.rpy	10	n "[what]"
day11_79b43537	n	The flowers look as bright as ever.	game/story/week two/eleventhday.rpy	11	n "[what]"
day11_4c3c5f8a	mc	I never expected CC to recite poetry to me...	game/story/week two/eleventhday.rpy	13	mc "[what]"
day11_55d93168	n	You place your Topps baseball card by your "bed".	game/story/week two/eleventhday.rpy	15	n "[what]"
day11_e565a556	mc	It's honestly a little shocking he would give this to me... haha.	game/story/week two/eleventhday.rpy	16	mc "[what]"
day11_8a4fde6e	n	A fairly... normal day, all things considered.	game/story/week two/eleventhday.rpy	18	n "[what]"
day11_c545b146	n	Throwing your paperwork down for the day, you sigh.	game/story/week two/eleventhday.rpy	19	n "[what]"
day11_14ccf398	n	You lay down in your bed for the night.	game/story/week two/eleventhday.rpy	20	n "[what]"
day11_77a0ac5f	n	You wake up at 7:30, more ready for the day than ever.	game/story/week two/eleventhday.rpy	34	n "[what]"
day11_445db816	mc	Only two more days...	game/story/week two/eleventhday.rpy	35	mc "[what]"
day11_48a714d4	n	You grab your paperwork, get dressed, and leave your chambers.	game/story/week two/eleventhday.rpy	36	n "[what]"
day11_5f86225e	n	You enter your office.	game/story/week two/eleventhday.rpy	41	n "[what]"
day11_b5d56d4c	n	Miss Esther isn't here yet.	game/story/week two/eleventhday.rpy	42	n "[what]"
day11_d2e701c4	mc	Strange...	game/story/week two/eleventhday.rpy	44	mc "[what]"
day11_39f27cfa	mc	The last time she was late was my second day here.	game/story/week two/eleventhday.rpy	45	mc "[what]"
day11_63df9e99	n	You sit down at your desk and organize while you wait.	game/story/week two/eleventhday.rpy	48	n "[what]"
day11_ac27dafe	n	Eventually, it's 08:30, and she still hasn't shown.	game/story/week two/eleventhday.rpy	53	n "[what]"
day11_de573dd1	mc	Where is she?	game/story/week two/eleventhday.rpy	55	mc "[what]"
day11_f2dc3263	n	You decide to wait a little longer.	game/story/week two/eleventhday.rpy	57	n "[what]"
day11_cdf6b7ee	n	The clock now reads 09:00. No sign of your supervisor.	game/story/week two/eleventhday.rpy	62	n "[what]"
day11_8114a09f	mc	Uh...	game/story/week two/eleventhday.rpy	64	mc "[what]"
day11_03589f1e	mc	I suppose I should just... get to work?	game/story/week two/eleventhday.rpy	65	mc "[what]"
day11_a5283c45	n	You gather your materials, compose yourself, and head towards Kris.	game/story/week two/eleventhday.rpy	67	n "[what]"
krisday11_1352c977	n	You enter Kris' room without Miss Esther behind you. It still feels a little strange.	game/story/week two/eleventhday.rpy	74	n "[what]"
krisday11_82fb2dd5	k	Doctor? You're late.	game/story/week two/eleventhday.rpy	77	k "[what]"
krisday11_d6bb67b3	k	Where's Miss Esther?	game/story/week two/eleventhday.rpy	79	k "[what]"
krisday11_27919d57	mc	No clue. That's why I'm behind - she never showed up today.	game/story/week two/eleventhday.rpy	81	mc "[what]"
krisday11_339cc436	k	Strange... that woman is exceedingly punctual.	game/story/week two/eleventhday.rpy	84	k "[what]"
krisday11_b06b20cd	k	It's not like her to be late...	game/story/week two/eleventhday.rpy	86	k "[what]"
krisday11_302a4826	k	Anyhow. Things are proceeding as normal here.	game/story/week two/eleventhday.rpy	88	k "[what]"
romancekrisday11_96c475f8	k	And you look amazing today, Doctor. As usual.	game/story/week two/eleventhday.rpy	99	k "[what]"
romancekrisday11_31f2c97c	mc	Thank you. You don't look too bad yourself.	game/story/week two/eleventhday.rpy	101	mc "[what]"
romancekrisday11_4ab11b9b	k	Don't flatter me too much, now, or people might start to think...	game/story/week two/eleventhday.rpy	103	k "[what]"
romancekrisday11_041fd5d6	n	He sighs.	game/story/week two/eleventhday.rpy	106	n "[what]"
romancekrisday11_63b2d1fa	k	As much as I'd love for you to stay and... waste time with me...	game/story/week two/eleventhday.rpy	107	k "[what]"
romancekrisday11_ebeb85a5	k	...you're very far behind on schedule.	game/story/week two/eleventhday.rpy	108	k "[what]"
romancekrisday11_8de9cf96	mc	Yes, I know.	game/story/week two/eleventhday.rpy	110	mc "[what]"
romancekrisday11_c37bb339	k	Miss Esther may not be here to usher you along, but you must stay disciplined.	game/story/week two/eleventhday.rpy	113	k "[what]"
romancekrisday11_2fe085c0	k	You do have paperwork to turn in still, after all.	game/story/week two/eleventhday.rpy	115	k "[what]"
romancekrisday11_dff79cab	mc	You're right.	game/story/week two/eleventhday.rpy	117	mc "[what]"
romancekrisday11_a5670439	k	Plus... I'm sure we'll have plenty of time this weekend.	game/story/week two/eleventhday.rpy	120	k "[what]"
romancekrisday11_4b1b26e4	k	Go on now! Have a wonderful day, Doctor.	game/story/week two/eleventhday.rpy	123	k "[what]"
romancekrisday11_4194bc5a	mc	You too, Kris.	game/story/week two/eleventhday.rpy	125	mc "[what]"
romancekrisday11_5e419724	k	I always have a good day after seeing you.	game/story/week two/eleventhday.rpy	127	k "[what]"
romancekrisday11_9bb218a5	n	You finish checking Kris off your list and leave the room.	game/story/week two/eleventhday.rpy	129	n "[what]"
p_krisday11_51f72cb1	k	You only have two more days left until you go back to Manufacturing.	game/story/week two/eleventhday.rpy	134	k "[what]"
p_krisday11_d9018db4	k	Are you looking forward to it?	game/story/week two/eleventhday.rpy	135	k "[what]"
p_krisday11_eb19af2d	mc	I'm not sure.	game/story/week two/eleventhday.rpy	137	mc "[what]"
p_krisday11_6e5fe1f5	k	Fair enough.	game/story/week two/eleventhday.rpy	140	k "[what]"
p_krisday11_f5fe0773	k	Change is difficult.	game/story/week two/eleventhday.rpy	141	k "[what]"
p_krisday11_a45feb64	k	I'm curious who the permanent employee for this position might be...	game/story/week two/eleventhday.rpy	144	k "[what]"
p_krisday11_4f3313fa	k	If they're anything like you, I'll be happy. All I ask is for someone kind.	game/story/week two/eleventhday.rpy	145	k "[what]"
p_krisday11_7eb6160e	k	Now. As much as I'd love to have you stay and chat, you're very far behind on schedule.	game/story/week two/eleventhday.rpy	146	k "[what]"
p_krisday11_8de9cf96	mc	Yes, I know.	game/story/week two/eleventhday.rpy	148	mc "[what]"
p_krisday11_c37bb339	k	Miss Esther may not be here to usher you along, but you must stay disciplined.	game/story/week two/eleventhday.rpy	151	k "[what]"
p_krisday11_2fe085c0	k	You do have paperwork to turn in still, after all.	game/story/week two/eleventhday.rpy	153	k "[what]"
p_krisday11_dff79cab	mc	You're right.	game/story/week two/eleventhday.rpy	155	mc "[what]"
p_krisday11_4b1b26e4	k	Go on now! Have a wonderful day, Doctor.	game/story/week two/eleventhday.rpy	158	k "[what]"
p_krisday11_4194bc5a	mc	You too, Kris.	game/story/week two/eleventhday.rpy	160	mc "[what]"
p_krisday11_6816f7c2	k	I will.	game/story/week two/eleventhday.rpy	162	k "[what]"
p_krisday11_9bb218a5	n	You finish checking Kris off your list and leave the room.	game/story/week two/eleventhday.rpy	164	n "[what]"
n_krisday11_b5868cc5	k	Not like you care all that much. Simply here to do a job, after all.	game/story/week two/eleventhday.rpy	170	k "[what]"
